Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz
0.8742627,-0.1950352,0.1249723,0.4266239,3.665,4.351,-293.024,0.5485578,-0.4892452,-0.4803092,-0.4785672,7.409,120.889,-224.052
0.8742987,-0.1950827,0.125109,0.4264883,3.61,4.352,-292.934,0.5481765,-0.4893728,-0.480866,-0.4783145,7.335,120.878,-224.046
0.8744449,-0.1952721,0.1246058,0.4262491,3.728,4.387,-292.782,0.5482871,-0.4898008,-0.4808022,-0.4778135,7.21,120.922,-223.992
0.8752143,-0.1957917,0.1240589,0.424588,3.835,4.368,-292.733,0.5486038,-0.4907357,-0.480456,-0.4768379,7.123,120.925,-223.973
0.8748223,-0.1960128,0.123994,0.4253122,3.965,4.356,-292.701,0.5490839,-0.4919363,-0.4798204,-0.4756868,7.064,120.957,-223.971
0.8751211,-0.1962477,0.1237773,0.4246517,4.009,4.377,-292.732,0.5489189,-0.4920416,-0.4800948,-0.4754914,7.017,120.981,-223.945
0.8755919,-0.1961658,0.1234364,0.4238175,4.008,4.477,-292.66,0.548093,-0.4917484,-0.481127,-0.4757041,6.932,120.985,-224.004
0.8753858,-0.1959936,0.1232431,0.4243787,4.066,4.563,-292.556,0.5485118,-0.4927475,-0.4806718,-0.4746465,6.84,120.999,-223.986
0.8748117,-0.1955173,0.1233751,0.4257417,4.082,4.678,-292.475,0.5484094,-0.4934991,-0.4807642,-0.4738898,6.794,120.991,-224.068
0.8746999,-0.1950253,0.1234733,0.4261684,4.025,4.804,-292.387,0.5484744,-0.4940334,-0.4807414,-0.4732805,6.703,121.005,-224.085
0.8754941,-0.1953984,0.122796,0.4245595,4.128,4.831,-292.313,0.5486662,-0.4945936,-0.4805951,-0.4726214,6.611,121.038,-224.089
0.8741423,-0.195431,0.1234341,0.427137,4.184,4.771,-292.285,0.5486992,-0.4951905,-0.4806256,-0.4719264,6.498,121.049,-224.11
0.8733063,-0.1949169,0.1239867,0.4289182,4.126,4.867,-292.367,0.548324,-0.495084,-0.4811838,-0.4719055,6.362,121.086,-224.148
0.8736107,-0.1951691,0.1238473,0.4282234,4.12,4.882,-292.321,0.5488037,-0.4963817,-0.480586,-0.4705919,6.282,121.092,-224.21
0.8733034,-0.1948673,0.1234163,0.429111,4.236,5.028,-292.215,0.5490591,-0.4970993,-0.4803413,-0.4697857,6.188,121.145,-224.255
0.8726873,-0.1949765,0.1234743,0.4302965,4.327,5.017,-292.082,0.5487678,-0.49753,-0.4807654,-0.4692361,6.07,121.128,-224.329
0.8719819,-0.1949863,0.1235974,0.4316845,4.413,5.05,-291.987,0.5493804,-0.4989502,-0.4800392,-0.4677523,5.956,121.121,-224.347
0.8724317,-0.1951668,0.1236163,0.4306877,4.375,5.072,-292.004,0.5488968,-0.4989029,-0.4806782,-0.4677142,5.846,121.141,-224.401
0.8730999,-0.1952729,0.1234938,0.4293184,4.31,5.138,-292.063,0.5482294,-0.4981626,-0.4816597,-0.4682761,5.725,121.228,-224.412
0.8731999,-0.1953205,0.1233379,0.4291383,4.354,5.203,-292.081,0.548006,-0.4985784,-0.4820735,-0.4676688,5.584,121.233,-224.517
0.8738765,-0.1953611,0.1227795,0.4279007,4.4,5.336,-292.074,0.5480779,-0.4993386,-0.481989,-0.4668599,5.522,121.24,-224.594
0.8733059,-0.1951609,0.1227092,0.4291754,4.489,5.437,-291.968,0.5484943,-0.5007084,-0.4814165,-0.4654924,5.449,121.27,-224.752
0.8740733,-0.1955135,0.1222173,0.42759,4.54,5.479,-291.836,0.5483666,-0.5010794,-0.4817178,-0.4649317,5.34,121.276,-224.796
0.8743122,-0.1952977,0.1220907,0.4272363,4.537,5.61,-291.741,0.5480899,-0.500974,-0.4821634,-0.4649097,5.24,121.353,-224.864
0.8742956,-0.1947225,0.1224106,0.4274413,4.425,5.77,-291.774,0.54767,-0.5010102,-0.4828838,-0.4646176,5.063,121.341,-224.955
0.8737995,-0.1944372,0.1228133,0.4284689,4.356,5.854,-291.818,0.5481164,-0.5023089,-0.4823786,-0.4632116,4.971,121.372,-225.119
0.8744406,-0.1949994,0.1222249,0.4270713,4.42,5.866,-291.769,0.5480792,-0.5026598,-0.4825775,-0.4626675,4.902,121.427,-225.226
0.8741923,-0.1949329,0.1220348,0.4276641,4.49,5.965,-291.794,0.5484586,-0.5037911,-0.4821637,-0.4614173,4.819,121.441,-225.344
0.8736363,-0.1947912,0.1221805,0.4288217,4.539,6.017,-291.767,0.548089,-0.5038937,-0.482717,-0.4611657,4.678,121.468,-225.459
0.8728732,-0.1944443,0.1224683,0.4304478,4.568,6.098,-291.601,0.5478757,-0.5044357,-0.4831138,-0.4604105,4.541,121.441,-225.562
0.8727858,-0.194688,0.1227942,0.4304219,4.478,6.081,-291.56,0.5496824,-0.5054674,-0.4810634,-0.4592711,5.305,122.158,-225.905
0.8736754,-0.1948291,0.1223776,0.4286685,4.431,6.195,-291.627,0.5495602,-0.5058448,-0.4813115,-0.4587416,5.204,122.176,-225.995
0.8731006,-0.1948511,0.1221966,0.4298795,4.528,6.276,-291.706,0.549376,-0.5061866,-0.4816062,-0.4582758,5.111,122.187,-226.062
0.872671,-0.1947229,0.1223344,0.4307698,4.533,6.341,-291.806,0.5493185,-0.5067131,-0.4817757,-0.457584,5.012,122.179,-226.149
0.8727067,-0.1945273,0.1223497,0.4307814,4.503,6.432,-291.797,0.5496201,-0.5076456,-0.4815313,-0.4564442,4.906,122.195,-226.282
0.8730957,-0.1945644,0.1223713,0.4299697,4.461,6.482,-291.757,0.5492,-0.507797,-0.4820647,-0.4562184,4.814,122.195,-226.354
0.8718893,-0.1938578,0.1229676,0.432559,4.447,6.6,-291.762,0.5479872,-0.5083235,-0.483699,-0.4553598,3.868,121.634,-226.242
0.8730275,-0.1942629,0.1223895,0.4302392,4.463,6.667,-291.783,0.5474964,-0.5082074,-0.4844774,-0.4552522,3.776,121.636,-226.323
0.8720319,-0.1939965,0.1227888,0.43226,4.467,6.737,-291.812,0.5472965,-0.5085392,-0.484773,-0.4548072,3.719,121.686,-226.464
0.8735393,-0.1943319,0.1218655,0.4293169,4.464,6.883,-291.793,0.548088,-0.510166,-0.4837912,-0.4530743,3.656,121.714,-226.594
0.873432,-0.1943618,0.1219031,0.429511,4.462,6.946,-291.837,0.5471992,-0.5099558,-0.4849153,-0.4531834,3.604,121.748,-226.86
0.8720697,-0.1937303,0.1229491,0.4322574,4.359,7.014,-291.841,0.5472734,-0.5106683,-0.4848568,-0.4523534,3.553,121.768,-226.963
0.8722066,-0.1937354,0.1231341,0.4319263,4.325,7.038,-291.809,0.5470872,-0.5112022,-0.4850526,-0.4517654,3.5,121.798,-227.084
0.8719959,-0.193629,0.1233756,0.4323302,4.285,7.076,-291.756,0.5466584,-0.5112807,-0.485654,-0.4515494,3.445,121.819,-227.23
0.871361,-0.1934501,0.1234176,0.4336763,4.323,7.17,-291.788,0.5468904,-0.5121577,-0.4852988,-0.4506556,3.428,121.892,-227.362
0.8720518,-0.1938655,0.1234115,0.4321012,4.223,7.188,-291.857,0.546579,-0.5126036,-0.485698,-0.450096,3.419,121.891,-227.543
0.8721765,-0.1941055,0.1236572,0.4316713,4.138,7.208,-291.929,0.5467125,-0.5135781,-0.4853774,-0.4491679,3.416,121.954,-227.762
0.8708073,-0.1937138,0.1244192,0.434384,4.11,7.242,-291.94,0.5461266,-0.5132386,-0.4862118,-0.4493662,3.373,122.02,-227.88
0.8702595,-0.1932954,0.1248429,0.435545,4.048,7.331,-291.99,0.5459168,-0.5137523,-0.4864397,-0.4487871,3.322,122.046,-228.031
0.8703168,-0.1932315,0.1249137,0.4354387,4.044,7.381,-292.036,0.545688,-0.514205,-0.486557,-0.4484197,3.368,122.079,-228.173
0.8702477,-0.1930241,0.124844,0.4356887,4.06,7.483,-292.136,0.5448417,-0.5142212,-0.4875365,-0.4483663,3.378,122.056,-228.341
0.8698704,-0.1931167,0.1250123,0.4363524,4.073,7.485,-292.197,0.5445825,-0.5145529,-0.4878661,-0.4479418,3.349,122.093,-228.507
0.8707302,-0.193368,0.1247425,0.4345998,4.001,7.556,-292.32,0.5443103,-0.5149202,-0.4881092,-0.4475856,3.357,122.171,-228.73
0.8709089,-0.1935304,0.1246323,0.4342009,3.993,7.608,-292.303,0.5436798,-0.5147811,-0.4888391,-0.4477153,3.386,122.189,-228.837
0.8699275,-0.1931858,0.125347,0.4361117,3.916,7.637,-292.332,0.5429668,-0.5148324,-0.489755,-0.4475206,3.358,122.159,-229.02
0.869702,-0.1927461,0.1251803,0.4368034,3.959,7.787,-292.404,0.5428403,-0.5155051,-0.489739,-0.4469168,3.424,122.199,-229.203
0.8694797,-0.192815,0.1257306,0.4370575,3.878,7.756,-292.479,0.5428395,-0.5159635,-0.4896503,-0.4464858,3.436,122.285,-229.384
0.8700679,-0.1933655,0.1255226,0.4357015,3.892,7.742,-292.469,0.542349,-0.5160354,-0.4902275,-0.4463654,3.43,122.316,-229.584
0.8703627,-0.19363,0.1255783,0.4349784,3.825,7.747,-292.566,0.5415959,-0.5158209,-0.4912042,-0.4464539,3.436,122.327,-229.696
0.8691579,-0.1935182,0.1260371,0.4372985,3.829,7.739,-292.638,0.5415958,-0.5167965,-0.491052,-0.4454923,3.484,122.325,-229.856
0.8689661,-0.1936092,0.1263165,0.4375585,3.772,7.716,-292.64,0.54124,-0.5170796,-0.4913881,-0.4452254,3.502,122.365,-229.996
0.8698606,-0.1936535,0.1262932,0.4357646,3.646,7.789,-292.753,0.5409054,-0.5172745,-0.4917391,-0.4450182,3.544,122.439,-230.216
0.869302,-0.1938291,0.1267228,0.4366756,3.641,7.748,-292.788,0.541146,-0.5182453,-0.4912203,-0.4441683,3.626,122.516,-230.382
0.8698523,-0.1942773,0.1268745,0.4353345,3.556,7.708,-292.875,0.5411518,-0.5188367,-0.4910959,-0.443608,3.643,122.571,-230.507
0.8701431,-0.1944437,0.1270521,0.4346268,3.481,7.716,-292.993,0.540005,-0.5178542,-0.492575,-0.4445127,3.652,122.641,-230.601
0.8697222,-0.1946456,0.1275642,0.4352284,3.41,7.66,-293.107,0.5395644,-0.5180241,-0.4930149,-0.444362,3.69,122.702,-230.797
0.8701999,-0.1947747,0.1273701,0.4342717,3.382,7.697,-293.19,0.5394988,-0.5190764,-0.4927507,-0.4435059,3.789,122.733,-231.003
0.8702407,-0.1947281,0.1274592,0.4341845,3.34,7.709,-293.233,0.5394118,-0.519414,-0.4927079,-0.4432639,3.888,122.789,-231.015
0.8700949,-0.1947135,0.1275894,0.4344451,3.35,7.728,-293.243,0.5384543,-0.5188871,-0.4938118,-0.4438165,3.936,122.86,-231.21
0.8696158,-0.194665,0.128201,0.4352452,3.266,7.725,-293.362,0.5379809,-0.519251,-0.4942849,-0.4434382,3.96,122.838,-231.329
0.8708522,-0.1951878,0.1277507,0.4326637,3.243,7.742,-293.484,0.5375136,-0.5195357,-0.4946351,-0.4432809,4.049,122.864,-231.475
0.8712948,-0.1953476,0.1277388,0.4317031,3.186,7.741,-293.554,0.536459,-0.5188488,-0.4958687,-0.4439841,4.139,122.871,-231.549
0.8704883,-0.1954023,0.1282101,0.433163,3.199,7.665,-293.545,0.5361669,-0.5190786,-0.4961542,-0.4437492,4.184,122.949,-231.711
0.8698568,-0.1952365,0.1284864,0.4344227,3.222,7.668,-293.525,0.5367009,-0.5203637,-0.4951818,-0.4426836,4.286,123.02,-231.819
0.8708289,-0.1958643,0.1281226,0.4322947,3.22,7.622,-293.577,0.5360284,-0.5203087,-0.4958762,-0.4427857,4.321,123.056,-231.963
0.8710128,-0.1964136,0.1280308,0.4317019,3.262,7.54,-293.62,0.5355684,-0.5202728,-0.4964058,-0.4427912,4.358,123.07,-232.036
0.8716879,-0.1970517,0.1278535,0.4300981,3.236,7.479,-293.767,0.5348585,-0.5199788,-0.4972221,-0.4430785,4.406,123.111,-232.089
0.8703741,-0.1968645,0.1286494,0.4325999,3.202,7.438,-293.854,0.5348708,-0.5209684,-0.496854,-0.4423135,4.505,123.103,-232.213
0.870067,-0.1968632,0.1291299,0.4330748,3.099,7.412,-294.012,0.5344037,-0.5209783,-0.4971891,-0.4424898,4.615,123.156,-232.21
0.8699639,-0.1969555,0.1293639,0.4331701,3.063,7.377,-294.068,0.5346077,-0.5220843,-0.4966654,-0.441527,4.713,123.179,-232.354
0.8703464,-0.1971518,0.1294966,0.4322718,3.013,7.339,-294.056,0.5344141,-0.5226005,-0.4966602,-0.4411564,4.8,123.244,-232.465
0.8710891,-0.1974438,0.1295722,0.4306167,2.92,7.312,-294.067,0.533956,-0.5227967,-0.4969715,-0.4411281,4.862,123.299,-232.558
0.8702479,-0.1972655,0.1303724,0.432155,2.841,7.28,-294.152,0.5325278,-0.5218064,-0.4987296,-0.4420417,4.927,123.248,-232.594
0.8694568,-0.1978278,0.1306489,0.4334051,2.905,7.13,-294.275,0.5318321,-0.5213437,-0.4994214,-0.4426438,5.035,123.309,-232.642
0.8702023,-0.1984975,0.129999,0.4317951,2.99,7.08,-294.281,0.5317495,-0.5223211,-0.4990885,-0.4419659,5.16,123.322,-232.748
0.870063,-0.1982909,0.1303758,0.4320571,2.917,7.094,-294.35,0.5313462,-0.5225702,-0.4993876,-0.4418184,5.232,123.333,-232.824
0.8688691,-0.197862,0.1313458,0.4343562,2.852,7.046,-294.296,0.5303704,-0.5220207,-0.5004761,-0.4424086,5.305,123.361,-232.899
0.870299,-0.1982314,0.1310015,0.4314193,2.779,7.043,-294.323,0.5298256,-0.5219291,-0.501067,-0.4425005,5.375,123.36,-232.948
0.8700201,-0.1986158,0.1311904,0.4317475,2.818,6.933,-294.343,0.5298849,-0.5225593,-0.5007945,-0.441994,5.406,123.406,-233.025
0.8699769,-0.1995818,0.1308524,0.4314916,2.967,6.763,-294.29,0.5290051,-0.5216529,-0.5020472,-0.4426968,5.392,123.464,-233.07
0.8698583,-0.1999739,0.1308343,0.4315545,3.009,6.698,-294.335,0.5288153,-0.5224068,-0.5019918,-0.442097,5.49,123.453,-233.202
0.8695957,-0.2007056,0.1306202,0.4318089,3.139,6.548,-294.358,0.5298926,-0.5247234,-0.500163,-0.4401321,5.575,123.479,-233.27
0.8699657,-0.2013607,0.1303228,0.4308474,3.21,6.445,-294.311,0.5291697,-0.524427,-0.5009983,-0.440405,5.596,123.493,-233.318
0.8702844,-0.201519,0.1303234,0.4301291,3.191,6.427,-294.278,0.5283581,-0.5239802,-0.5019451,-0.4408329,5.633,123.511,-233.383
0.8706475,-0.2014417,0.1305133,0.4293722,3.114,6.437,-294.295,0.5279664,-0.5239937,-0.5023046,-0.4408767,5.676,123.541,-233.414
0.8707512,-0.2016665,0.1305104,0.4290571,3.131,6.407,-294.286,0.5280713,-0.5244142,-0.5021295,-0.4404503,5.651,123.596,-233.416
0.8713025,-0.2021684,0.1299002,0.4278853,3.229,6.372,-294.27,0.5274346,-0.5241961,-0.502927,-0.4405629,5.648,123.609,-233.442
0.8711035,-0.2026362,0.130153,0.4279924,3.216,6.263,-294.291,0.5271474,-0.524458,-0.5030722,-0.4404291,5.748,123.649,-233.495
0.8710976,-0.20297,0.1301585,0.4278446,3.249,6.222,-294.28,0.5270635,-0.525072,-0.5028424,-0.4400602,5.853,123.702,-233.515
0.8716627,-0.2028723,0.1300505,0.4267714,3.219,6.275,-294.253,0.5270105,-0.525553,-0.502778,-0.4396229,5.85,123.707,-233.513
0.8712345,-0.2028463,0.129979,0.4276789,3.339,6.269,-294.212,0.5259201,-0.5242621,-0.5043052,-0.4407193,5.823,123.783,-233.547
0.8712341,-0.2031035,0.1299254,0.427574,3.4,6.22,-294.204,0.5255596,-0.5241919,-0.5048204,-0.4406431,5.778,123.829,-233.525
0.8709065,-0.2030494,0.1303289,0.4281438,3.336,6.187,-294.241,0.5257735,-0.5251421,-0.5042837,-0.4398704,5.866,123.84,-233.469
0.8716171,-0.2035237,0.1302382,0.426497,3.282,6.121,-294.244,0.5251821,-0.5252151,-0.5049649,-0.4397082,5.9,123.812,-233.567
0.8716729,-0.2038782,0.1303137,0.4261905,3.269,6.049,-294.208,0.5250802,-0.5252948,-0.5051811,-0.4394864,5.859,123.83,-233.535
0.8721802,-0.2041192,0.1301479,0.4250865,3.265,6.044,-294.178,0.5251669,-0.5260107,-0.50486,-0.4388951,5.908,123.862,-233.547
0.8718023,-0.2042532,0.1303181,0.4257448,3.304,5.999,-294.129,0.5251179,-0.5265568,-0.5048799,-0.4382754,5.831,123.882,-233.573
0.8714059,-0.2046958,0.1302293,0.4263705,3.443,5.905,-294.078,0.5246786,-0.5262038,-0.5054934,-0.4385183,5.821,123.931,-233.565
0.871259,-0.2051474,0.1300816,0.4264987,3.566,5.823,-294.085,0.5248941,-0.5272465,-0.5050406,-0.4375287,5.829,123.898,-233.552
0.8713679,-0.2056075,0.1300614,0.4260604,3.593,5.755,-294.149,0.5251091,-0.5269038,-0.5049173,-0.4378258,6.764,124.722,-233.653
0.8715302,-0.2055408,0.1302869,0.4256917,3.491,5.783,-294.141,0.5248792,-0.5271982,-0.5050611,-0.437581,6.795,124.756,-233.648
0.8728135,-0.2059236,0.1297872,0.4230217,3.414,5.818,-294.037,0.5248552,-0.5276367,-0.5050645,-0.437077,6.766,124.784,-233.672
0.8726082,-0.2060777,0.1295259,0.42345,3.545,5.824,-293.947,0.524818,-0.5281162,-0.5050799,-0.4365245,6.735,124.799,-233.691
0.8727076,-0.2066861,0.129065,0.4230892,3.737,5.759,-293.891,0.5246122,-0.5285024,-0.5051981,-0.4361676,6.73,124.795,-233.65
0.8723919,-0.2068534,0.1290772,0.4236544,3.821,5.75,-293.903,0.5245174,-0.5288834,-0.5052869,-0.4357165,6.678,124.806,-233.642
0.8720563,-0.2067195,0.1293597,0.4243241,3.81,5.773,-293.943,0.5240933,-0.5290118,-0.5057348,-0.4355515,6.654,124.799,-233.652
0.8725042,-0.2068599,0.12905,0.4234283,3.822,5.811,-293.886,0.5240381,-0.5295289,-0.505729,-0.4349959,6.644,124.801,-233.644
0.8733104,-0.2068712,0.1284164,0.4219509,3.856,5.922,-293.74,0.5239694,-0.5299497,-0.5057748,-0.4345127,6.603,124.859,-233.737
0.8736203,-0.2068452,0.1282814,0.4213627,3.833,5.975,-293.608,0.5238375,-0.5302897,-0.5059124,-0.4340965,6.57,124.874,-233.726
0.8729501,-0.2067505,0.1283969,0.4227607,3.908,5.978,-293.506,0.5236252,-0.5305428,-0.5061763,-0.4337356,6.53,124.882,-233.731
0.8729822,-0.2072477,0.1283412,0.4224678,3.984,5.903,-293.493,0.5237569,-0.5311515,-0.5060433,-0.4329861,6.469,124.905,-233.746
0.8735946,-0.2078654,0.1281559,0.420952,4.001,5.817,-293.49,0.5238166,-0.5317146,-0.5059751,-0.432302,6.421,124.931,-233.796
0.8737294,-0.2082036,0.1279723,0.4205607,4.063,5.809,-293.538,0.5236135,-0.531964,-0.5062157,-0.4319593,6.366,124.966,-233.87
0.8736897,-0.2080961,0.1280123,0.4206843,4.031,5.878,-293.547,0.5237057,-0.5324988,-0.5061925,-0.4312152,6.275,124.979,-233.894
0.8738501,-0.2082351,0.1277235,0.4203698,4.101,5.9,-293.376,0.5237286,-0.5329835,-0.5061723,-0.4306117,6.202,125.02,-233.941
0.8739913,-0.2084998,0.1273378,0.4200621,4.209,5.926,-293.227,0.5237144,-0.5333662,-0.5062058,-0.4301155,6.15,125.058,-233.945
0.8744702,-0.2086888,0.1271522,0.4190264,4.223,5.963,-293.155,0.5236594,-0.5338484,-0.5062452,-0.4295376,6.099,125.081,-234.008
0.8743359,-0.2087072,0.1274351,0.4192115,4.194,5.982,-293.205,0.5236356,-0.5343929,-0.5062339,-0.4289024,6.053,125.094,-234.042
0.8739179,-0.2088302,0.1276239,0.4199638,4.234,5.97,-293.292,0.5236083,-0.5348211,-0.5062898,-0.4283356,5.999,125.125,-234.075
0.8743093,-0.208968,0.1275191,0.4191115,4.214,6.019,-293.353,0.5234741,-0.5351157,-0.5064743,-0.4279133,5.931,125.153,-234.09
0.8731348,-0.2084706,0.127966,0.4216637,4.266,6.104,-293.238,0.5234473,-0.5356169,-0.5065311,-0.4272512,5.86,125.174,-234.155
0.8735164,-0.2087152,0.1272527,0.4209678,4.413,6.19,-293.077,0.5233976,-0.5359856,-0.5066283,-0.4267343,5.781,125.235,-234.236
0.8737421,-0.2090051,0.1269985,0.4204319,4.48,6.21,-292.981,0.5232894,-0.5363881,-0.5067554,-0.42621,5.719,125.274,-234.305
0.8736313,-0.2087566,0.1271903,0.4207275,4.462,6.287,-292.908,0.5231336,-0.5366917,-0.506955,-0.4257816,5.677,125.322,-234.389
0.8728509,-0.2084346,0.127771,0.422328,4.418,6.34,-292.905,0.5230772,-0.5370077,-0.5071043,-0.4252744,5.589,125.385,-234.493
0.8728442,-0.2084403,0.1278123,0.4223265,4.389,6.394,-292.856,0.5229181,-0.5372977,-0.507415,-0.4247326,5.487,125.399,-234.564
0.872961,-0.2088491,0.1272252,0.4220604,4.528,6.428,-292.895,0.5228726,-0.5375806,-0.5075917,-0.4242193,5.387,125.466,-234.649
0.8738304,-0.2093754,0.1265497,0.4201995,4.602,6.455,-292.847,0.5229851,-0.5381724,-0.5075171,-0.4234188,5.296,125.505,-234.716
0.8740781,-0.2094381,0.1262876,0.4197316,4.663,6.529,-292.731,0.5228948,-0.5386183,-0.5076702,-0.4227793,5.194,125.529,-234.832
0.8730365,-0.2092327,0.1268815,0.4218175,4.674,6.533,-292.662,0.5228481,-0.5390667,-0.5078108,-0.4220961,5.092,125.554,-234.941
0.8726664,-0.2093083,0.126975,0.4225171,4.698,6.556,-292.579,0.5226555,-0.5393406,-0.5080898,-0.4216488,5.014,125.599,-235.036
0.8724184,-0.2093463,0.1270448,0.4229891,4.693,6.61,-292.607,0.5224303,-0.5396689,-0.5084122,-0.4211189,4.913,125.587,-235.075
0.8722972,-0.2091307,0.1269587,0.4233716,4.709,6.743,-292.723,0.5224283,-0.5400606,-0.5084594,-0.4205618,4.839,125.671,-235.211
0.8719147,-0.2089704,0.1271465,0.4241814,4.706,6.821,-292.837,0.5222813,-0.5406839,-0.5085361,-0.4198503,4.794,125.659,-235.284
0.8722231,-0.2092657,0.1270407,0.423433,4.729,6.825,-292.779,0.5221477,-0.5410879,-0.5087827,-0.4191965,4.683,125.654,-235.346
0.8719366,-0.209041,0.1272635,0.4240665,4.714,6.896,-292.775,0.5220255,-0.5415424,-0.5089008,-0.4186182,4.62,125.702,-235.459
0.8710645,-0.2086093,0.1278591,0.4258883,4.697,6.966,-292.726,0.5219603,-0.5422332,-0.5088901,-0.4178176,4.576,125.711,-235.595
0.8707447,-0.2082734,0.1281698,0.4266126,4.65,7.078,-292.764,0.5218122,-0.5427765,-0.5090534,-0.4170975,4.512,125.701,-235.676
0.8711419,-0.2084806,0.1277893,0.425814,4.68,7.148,-292.776,0.5214849,-0.5429438,-0.5094494,-0.4168055,4.468,125.757,-235.808
0.8721296,-0.2091177,0.1272839,0.4236256,4.681,7.172,-292.779,0.5213636,-0.5435272,-0.5095349,-0.4160917,4.413,125.771,-235.939
0.8717204,-0.2087457,0.1277072,0.4245228,4.601,7.281,-292.764,0.5212529,-0.5440597,-0.5096635,-0.4153764,4.348,125.778,-236.027
0.8713985,-0.2085575,0.1279856,0.4251919,4.6,7.341,-292.768,0.5211092,-0.5444931,-0.5098636,-0.4147428,4.284,125.799,-236.141
0.8710918,-0.2087073,0.1282482,0.4256674,4.608,7.31,-292.628,0.5206845,-0.5446582,-0.5103521,-0.4144585,4.234,125.845,-236.325
0.8706259,-0.2082435,0.1282104,0.4268573,4.664,7.453,-292.616,0.5205387,-0.5450536,-0.5105022,-0.4139367,4.188,125.904,-236.457
0.8709609,-0.208457,0.1281136,0.4260983,4.623,7.495,-292.649,0.5201344,-0.5452524,-0.5109607,-0.4136172,4.154,125.923,-236.575
0.8703798,-0.2083891,0.1283251,0.4272537,4.621,7.577,-292.68,0.52013,-0.5458745,-0.5109517,-0.4128125,4.08,125.959,-236.712
0.8708471,-0.2086547,0.1280976,0.4262388,4.591,7.642,-292.741,0.5197542,-0.5460166,-0.5113956,-0.4125482,4.037,126.017,-236.864
0.8699906,-0.2084351,0.128431,0.4279914,4.619,7.7,-292.701,0.5194767,-0.5462975,-0.5117235,-0.412119,3.976,126.073,-237.047
0.8696055,-0.2080124,0.1287813,0.4288736,4.575,7.798,-292.696,0.5194513,-0.5469845,-0.5116595,-0.4113184,3.936,126.113,-237.196
0.8688925,-0.2076329,0.1293372,0.4303328,4.536,7.864,-292.721,0.5191252,-0.5472355,-0.5120353,-0.4109285,3.894,126.164,-237.363
0.869496,-0.207593,0.1289792,0.4292392,4.528,7.976,-292.816,0.5189205,-0.5476711,-0.5122115,-0.4103868,3.859,126.204,-237.509
0.8694801,-0.2076045,0.128956,0.4292727,4.522,8.042,-292.865,0.5188457,-0.5483529,-0.51218,-0.4096095,3.835,126.237,-237.66
0.8692688,-0.2077392,0.1289476,0.4296378,4.553,8.076,-292.887,0.5188584,-0.5490463,-0.5120675,-0.4088043,3.804,126.286,-237.817
0.8692813,-0.2078327,0.1292291,0.4294828,4.454,8.104,-292.888,0.5185026,-0.549294,-0.512471,-0.4084171,3.767,126.329,-238.01
0.8688972,-0.2079181,0.1292519,0.4302113,4.514,8.111,-292.882,0.5183631,-0.5497812,-0.5126287,-0.4077402,3.701,126.381,-238.202
0.8685853,-0.2079938,0.1295683,0.4307089,4.512,8.088,-292.881,0.5181712,-0.5502558,-0.5128048,-0.4071221,3.671,126.404,-238.352
0.8680646,-0.207953,0.1299499,0.4316624,4.524,8.095,-292.892,0.5177322,-0.5504419,-0.5132381,-0.406883,3.668,126.455,-238.526
0.8685693,-0.2083288,0.1300655,0.4304293,4.446,8.073,-292.974,0.5173778,-0.5507178,-0.5135591,-0.4065552,3.679,126.504,-238.699
0.8690068,-0.2087534,0.1298662,0.4293996,4.429,8.066,-293.004,0.5173002,-0.5512345,-0.5136064,-0.4058934,3.648,126.563,-238.864
0.8700074,-0.2091746,0.1293206,0.4273282,4.4,8.087,-293.028,0.5171752,-0.5518962,-0.513669,-0.4050735,3.612,126.55,-239.006
0.8705175,-0.2095452,0.1290028,0.4262023,4.407,8.087,-293.048,0.5166643,-0.5520139,-0.5141853,-0.4049101,3.628,126.601,-239.216
0.8702737,-0.2092593,0.1295134,0.4266854,4.316,8.162,-293.131,0.5162346,-0.5521242,-0.5146665,-0.4046962,3.599,126.645,-239.352
0.8696148,-0.2090744,0.1301448,0.4279255,4.259,8.185,-293.172,0.5159502,-0.5525672,-0.5149003,-0.4041567,3.592,126.649,-239.47
0.8699035,-0.2091563,0.1302337,0.4272713,4.19,8.241,-293.279,0.5158398,-0.5530998,-0.5149185,-0.4035454,3.583,126.682,-239.575
0.869693,-0.209231,0.1307409,0.4275081,4.086,8.24,-293.386,0.5153717,-0.5532378,-0.5153938,-0.4033475,3.588,126.722,-239.72
0.8702918,-0.2093097,0.1306293,0.4262835,4.016,8.306,-293.495,0.5150218,-0.5536282,-0.5156677,-0.4029084,3.594,126.742,-239.875
0.8706522,-0.2090725,0.1304984,0.4257036,3.969,8.409,-293.551,0.5146097,-0.5539609,-0.5159966,-0.4025565,3.616,126.748,-239.975
0.8687295,-0.208773,0.1315824,0.4294286,3.984,8.33,-293.529,0.5145,-0.5546179,-0.5159222,-0.4018868,3.64,126.796,-240.128
0.8695451,-0.2090213,0.1312979,0.4277409,3.962,8.385,-293.584,0.5141465,-0.5550818,-0.5161583,-0.4013952,3.666,126.808,-240.297
0.868745,-0.2089615,0.1318726,0.4292165,3.966,8.391,-293.665,0.5139234,-0.5554978,-0.51631,-0.4009101,3.666,126.866,-240.46
