Q0,Qx,Qy,Qz,Tx,Ty,Tz,Q0,Qx,Qy,Qz,Tx,Ty,Tz
0.8663478,-0.0641431,0.0838389,0.488158,-0.103,1.172,-289.006,0.7003733,-0.1109543,-0.1396344,-0.6911357,7.899,37.326,-167.673
0.8684293,-0.0647365,0.083176,0.4844806,-0.028,1.203,-288.926,0.6996711,-0.1112684,-0.1395665,-0.6918099,8.018,36.729,-167.216
0.8684202,-0.064272,0.0827753,0.4846274,0.023,1.338,-288.85,0.7013719,-0.1116067,-0.1405712,-0.6898269,7.941,37.532,-167.635
0.8681748,-0.0639641,0.0827812,0.4851065,0.015,1.414,-288.797,0.7021939,-0.1136372,-0.140616,-0.6886491,7.894,37.69,-167.563
0.8686229,-0.0641143,0.0830265,0.4842419,-0.028,1.406,-288.875,0.701042,-0.1123359,-0.1407726,-0.6900028,7.92,37.767,-167.658
0.8682709,-0.0644944,0.0835489,0.4847326,-0.072,1.3,-288.902,0.7012069,-0.1141995,-0.1413732,-0.6894062,7.827,37.909,-167.674
0.8673403,-0.0645515,0.0841297,0.486288,-0.147,1.238,-288.972,0.7013613,-0.1132648,-0.1412027,-0.6894383,7.842,38,-167.819
0.8680572,-0.0650479,0.0839872,0.4849655,-0.114,1.192,-288.964,0.7009239,-0.114751,-0.1421399,-0.6894448,7.851,38.106,-167.76
0.8683085,-0.0651434,0.0837672,0.4845407,-0.068,1.23,-288.882,0.7011162,-0.1140738,-0.1417065,-0.6894509,7.827,38.177,-167.818
0.8674642,-0.0651149,0.0836517,0.4860743,0.027,1.252,-288.819,0.7019143,-0.1157058,-0.1431793,-0.6880611,7.823,38.358,-167.768
0.868134,-0.0652934,0.0838462,0.4848195,0.001,1.239,-288.793,0.7010751,-0.1147149,-0.1425052,-0.6892216,7.793,38.453,-167.97
0.868583,-0.06532,0.0840124,0.4839822,-0.036,1.261,-288.808,0.7007729,-0.115322,-0.14265,-0.6893977,7.966,37.799,-167.388
0.867393,-0.0653617,0.0845029,0.4860212,-0.095,1.221,-288.854,0.7007987,-0.1157387,-0.1429528,-0.6892389,7.726,38.601,-167.959
0.866871,-0.0661236,0.084576,0.486836,-0.008,1.078,-288.897,0.7004341,-0.1160397,-0.1432345,-0.6895003,7.915,38.037,-167.486
0.8682048,-0.0667213,0.0842076,0.4844356,0.038,1.069,-288.857,0.700433,-0.1164253,-0.1436097,-0.6893584,7.727,38.853,-168.087
0.8677865,-0.0667153,0.0840821,0.485207,0.114,1.114,-288.766,0.7015864,-0.1172375,-0.1441757,-0.6879282,7.9,38.219,-167.552
0.8682889,-0.0666766,0.0838732,0.4843489,0.152,1.177,-288.665,0.7016232,-0.1176355,-0.1448436,-0.6876824,7.753,38.953,-168.103
0.8679114,-0.0666317,0.0841164,0.4849892,0.103,1.193,-288.641,0.7014771,-0.1199462,-0.145707,-0.6872498,7.624,39.126,-167.992
0.8687401,-0.0671877,0.0841241,0.4834249,0.079,1.147,-288.666,0.7004615,-0.117841,-0.1455819,-0.6886749,7.772,39.181,-168.131
0.8684099,-0.0679039,0.0839231,0.4839527,0.192,1.05,-288.734,0.6985288,-0.1192314,-0.1467198,-0.6901555,7.637,39.395,-168.1
0.8668735,-0.067758,0.0840266,0.4867019,0.223,1.06,-288.819,0.6992943,-0.1178826,-0.1462412,-0.6897135,7.815,39.48,-168.208
0.8663375,-0.0674037,0.0841,0.4876917,0.205,1.124,-288.86,0.7005722,-0.1204035,-0.1469675,-0.6878242,7.693,39.624,-168.198
0.866963,-0.0670966,0.0839935,0.4866399,0.189,1.224,-288.843,0.7000412,-0.1190408,-0.1469234,-0.688611,7.761,39.66,-168.267
0.8672179,-0.0669202,0.0842285,0.4861691,0.114,1.26,-288.851,0.7033524,-0.1219806,-0.1466726,-0.6847651,7.651,39.826,-168.365
0.8672645,-0.0672821,0.0841481,0.4860499,0.184,1.224,-288.877,0.7060076,-0.1220589,-0.1460928,-0.6821376,7.722,39.844,-168.293
0.8671653,-0.0674483,0.0841108,0.4862103,0.214,1.213,-288.922,0.7057991,-0.1231875,-0.1472186,-0.6819085,7.647,40.096,-168.461
0.8668532,-0.0677118,0.0840449,0.4867414,0.247,1.196,-288.925,0.7047456,-0.122359,-0.1468088,-0.6832343,7.691,40.091,-168.359
0.8663731,-0.067825,0.0844514,0.4875095,0.197,1.171,-288.924,0.7054709,-0.1239234,-0.1478667,-0.6819745,7.629,40.355,-168.574
0.8661173,-0.0675587,0.0848868,0.487925,0.106,1.212,-288.957,0.7039402,-0.1234086,-0.147962,-0.6836269,7.654,40.238,-168.457
0.8665894,-0.0673347,0.0849245,0.4871106,0.08,1.282,-288.868,0.7046297,-0.1243239,-0.149278,-0.6824637,7.62,40.536,-168.56
0.8664707,-0.0671839,0.0849901,0.487331,0.083,1.307,-288.776,0.7061861,-0.124107,-0.1478407,-0.6812061,7.667,40.56,-168.511
0.8670762,-0.0675627,0.0850845,0.4861838,0.073,1.268,-288.807,0.7059985,-0.1256783,-0.1488672,-0.6808889,7.561,40.804,-168.553
0.8668656,-0.0680938,0.0854325,0.4864242,0.025,1.178,-288.839,0.704637,-0.1246714,-0.1485956,-0.6825417,7.615,40.777,-168.548
0.8662218,-0.0683344,0.0856307,0.4875013,0.037,1.168,-288.9,0.7052244,-0.126558,-0.150134,-0.6812499,7.553,40.933,-168.569
0.8663338,-0.0685893,0.0857378,0.4872477,0.038,1.14,-288.876,0.704237,-0.1255122,-0.1495922,-0.6825827,7.681,40.974,-168.628
0.8662029,-0.0685639,0.085996,0.4874384,-0.004,1.132,-288.824,0.7038205,-0.126947,-0.151304,-0.6823696,7.566,41.09,-168.686
0.8664254,-0.0686699,0.0857672,0.4870682,0.061,1.155,-288.816,0.7044315,-0.1258332,-0.1503659,-0.6821527,7.672,41.193,-168.684
0.8676763,-0.0692547,0.0852891,0.4848375,0.162,1.126,-288.783,0.7054198,-0.1279343,-0.1511763,-0.6805597,7.577,41.258,-168.714
0.8683013,-0.0693294,0.0849624,0.483764,0.21,1.183,-288.875,0.7036281,-0.1268831,-0.1510644,-0.6826329,7.677,41.375,-168.637
0.8671558,-0.0694312,0.0853234,0.4857365,0.199,1.125,-288.944,0.7029171,-0.1278388,-0.1527845,-0.6828043,7.598,41.439,-168.874
0.8682235,-0.0696755,0.0852661,0.4838005,0.151,1.162,-288.94,0.7026482,-0.127438,-0.152104,-0.6833077,7.681,41.527,-168.767
0.8685269,-0.0697807,0.0849327,0.4832992,0.189,1.202,-288.829,0.7038734,-0.128568,-0.1524984,-0.6817454,7.562,41.685,-169.057
0.8686086,-0.0698469,0.0846167,0.4831981,0.284,1.243,-288.784,0.7040084,-0.1287895,-0.1527274,-0.6815129,7.602,41.773,-168.806
0.8688871,-0.070096,0.0843847,0.4827017,0.365,1.243,-288.759,0.7050531,-0.1293891,-0.1534048,-0.6801658,7.56,41.986,-169.28
0.8698241,-0.0703543,0.0845927,0.480937,0.32,1.254,-288.813,0.7047945,-0.1299768,-0.1534412,-0.6803135,7.649,41.942,-168.935
0.8687121,-0.0704318,0.0852303,0.4828192,0.25,1.176,-288.879,0.7054387,-0.1302885,-0.1533702,-0.6796019,7.5,42.237,-169.279
0.8684529,-0.0701254,0.0850982,0.4833531,0.227,1.264,-288.885,0.7040329,-0.1309267,-0.1541073,-0.6807693,7.562,42.123,-168.939
0.8680399,-0.0700123,0.0851312,0.4841051,0.214,1.291,-288.903,0.7053487,-0.1310632,-0.1540795,-0.6793859,7.46,42.479,-169.343
0.8679742,-0.0703657,0.0852244,0.4841552,0.256,1.252,-288.87,0.7054754,-0.1315421,-0.1541856,-0.6791377,7.603,42.439,-169.062
0.8683251,-0.070266,0.0854246,0.4835048,0.186,1.317,-288.921,0.7057251,-0.1321463,-0.1548486,-0.6786099,7.456,42.671,-169.261
0.8702073,-0.0708068,0.085274,0.4800562,0.175,1.312,-288.94,0.704042,-0.132426,-0.1555152,-0.6801495,7.587,42.596,-169.09
0.8680506,-0.0709619,0.0857814,0.4838327,0.227,1.218,-288.962,0.704868,-0.1330028,-0.1555692,-0.6791682,7.401,42.872,-169.226
0.8679354,-0.0712215,0.0863138,0.4839065,0.13,1.151,-289.019,0.7050589,-0.1332269,-0.1557469,-0.6788854,7.569,42.82,-169.118
0.8680408,-0.0711468,0.0861118,0.4837644,0.153,1.198,-289.029,0.7029432,-0.1335371,-0.1571565,-0.6806912,7.452,42.904,-169.105
0.8681511,-0.0709026,0.0858881,0.4836421,0.167,1.266,-288.95,0.7032484,-0.133604,-0.1566052,-0.6804899,7.563,43.064,-169.118
0.8684484,-0.0710163,0.0857407,0.4831176,0.2,1.295,-288.84,0.7037915,-0.1347638,-0.1573662,-0.6795234,7.371,43.098,-169.264
0.8676353,-0.0708925,0.085966,0.4845545,0.221,1.336,-288.843,0.7031363,-0.1344531,-0.1575103,-0.6802295,7.512,43.207,-169.191
0.8676978,-0.0712231,0.0858524,0.4844142,0.264,1.327,-288.856,0.7037584,-0.1348316,-0.1578983,-0.6794208,7.409,43.388,-169.404
0.8678733,-0.0713726,0.0856768,0.4841089,0.293,1.35,-288.912,0.7036657,-0.1351686,-0.1578184,-0.6794685,7.441,43.539,-169.394
0.8684125,-0.0713991,0.0857811,0.4831184,0.235,1.348,-288.877,0.7047631,-0.1356356,-0.1583602,-0.6781106,7.378,43.63,-169.561
0.8682257,-0.0714001,0.085753,0.483459,0.266,1.348,-288.803,0.7037681,-0.1360089,-0.1583852,-0.6790627,7.391,43.761,-169.381
0.8689211,-0.0718978,0.0855501,0.4821701,0.326,1.306,-288.73,0.7035058,-0.135769,-0.1586935,-0.6793105,7.382,43.942,-169.753
0.868613,-0.072087,0.0855622,0.4826946,0.378,1.294,-288.768,0.7043588,-0.1373656,-0.1590902,-0.6780115,7.361,43.93,-169.564
0.8688528,-0.0724491,0.0853263,0.4822503,0.44,1.298,-288.845,0.7046538,-0.1368086,-0.159657,-0.6776843,7.351,44.176,-169.881
0.8699761,-0.0731779,0.0852346,0.4801266,0.442,1.243,-288.883,0.703872,-0.1377255,-0.1597207,-0.6782958,7.408,44.16,-169.607
0.8694824,-0.0730931,0.0856997,0.4809505,0.353,1.243,-288.998,0.7044745,-0.1375462,-0.1602014,-0.6775929,7.395,44.395,-169.807
0.8697115,-0.0729695,0.0857554,0.4805448,0.31,1.295,-289.06,0.7034903,-0.1386394,-0.1606474,-0.6782868,7.37,44.383,-169.659
0.8704292,-0.0729436,0.085781,0.479243,0.285,1.335,-289.073,0.7042169,-0.1383631,-0.1606348,-0.6775918,7.3,44.615,-169.801
0.8708581,-0.0730502,0.0860684,0.4783954,0.244,1.321,-289.006,0.70336,-0.1394161,-0.1608327,-0.6782188,7.381,44.601,-169.71
0.869236,-0.0726071,0.0863491,0.4813531,0.242,1.381,-288.989,0.7040226,-0.139495,-0.1615933,-0.6773337,7.312,44.751,-169.82
0.8681022,-0.0729969,0.0867357,0.4832669,0.243,1.296,-289.011,0.7047903,-0.140214,-0.1615949,-0.6763858,7.398,44.816,-169.755
0.868489,-0.0732879,0.086449,0.4825789,0.305,1.312,-289.019,0.7034592,-0.139742,-0.1625266,-0.6776448,7.374,44.954,-169.888
0.8678841,-0.0730025,0.0865973,0.4836825,0.273,1.358,-289.003,0.7033472,-0.1402066,-0.1627528,-0.6776108,7.433,45.049,-169.82
0.8681869,-0.0725866,0.0867275,0.4831781,0.196,1.44,-288.91,0.7042374,-0.1408468,-0.1631999,-0.6764449,7.357,45.08,-169.921
0.8676729,-0.0722039,0.0871795,0.4840765,0.123,1.481,-288.884,0.7052584,-0.1420008,-0.163392,-0.6750921,7.385,45.251,-169.848
0.868469,-0.0726109,0.0870836,0.4826031,0.156,1.458,-288.824,0.7051551,-0.1414171,-0.1630976,-0.6753937,7.317,45.415,-170.142
0.8687068,-0.0734617,0.0869302,0.4820736,0.239,1.362,-288.789,0.7034482,-0.1425256,-0.1645007,-0.6765993,7.354,45.421,-169.945
0.8680156,-0.0734071,0.0872706,0.483264,0.185,1.364,-288.836,0.7045627,-0.1419604,-0.1642179,-0.6756265,7.33,45.621,-170.251
0.8691796,-0.073992,0.0864581,0.4812245,0.328,1.392,-288.782,0.7037143,-0.1431031,-0.164789,-0.6761303,7.352,45.672,-169.98
0.8693179,-0.0745725,0.0860875,0.4809514,0.466,1.341,-288.745,0.7050898,-0.1429785,-0.1644872,-0.6747958,7.322,45.844,-170.273
0.8694752,-0.074712,0.0863087,0.4806057,0.422,1.328,-288.761,0.7051736,-0.1449965,-0.1657006,-0.6739804,7.317,45.782,-170.048
0.8699121,-0.0746261,0.0863733,0.4798162,0.415,1.382,-288.781,0.7050326,-0.143187,-0.1645285,-0.6748014,7.259,46.199,-170.494
0.8699807,-0.0745587,0.086359,0.4797049,0.409,1.445,-288.809,0.7049977,-0.1451761,-0.1654927,-0.6741768,7.32,46.148,-170.143
0.8706888,-0.0750603,0.0860709,0.4783919,0.472,1.429,-288.815,0.7058593,-0.1442572,-0.1654193,-0.6734901,7.271,46.372,-170.447
0.8692659,-0.0749023,0.0862657,0.4809623,0.488,1.441,-288.823,0.7034696,-0.145629,-0.1661532,-0.6755116,7.241,46.341,-170.228
0.869949,-0.0750001,0.0863542,0.4796944,0.414,1.484,-288.824,0.7037293,-0.1451383,-0.165969,-0.6753919,7.178,46.543,-170.454
0.8690782,-0.0748002,0.0864931,0.4812764,0.443,1.511,-288.829,0.7053674,-0.1465344,-0.1663086,-0.6732949,7.237,46.62,-170.366
0.8693207,-0.0747851,0.0860948,0.480912,0.539,1.578,-288.857,0.7047065,-0.1456264,-0.1665445,-0.6741251,7.216,46.788,-170.531
0.8690304,-0.0748021,0.0861371,0.4814261,0.573,1.584,-288.877,0.7024476,-0.1461366,-0.1674142,-0.6761538,7.285,46.861,-170.416
0.8682485,-0.0745933,0.0865794,0.4827882,0.485,1.58,-288.928,0.7028757,-0.1460517,-0.1675652,-0.6756897,7.222,46.963,-170.621
0.868758,-0.0747289,0.0869796,0.4817776,0.357,1.549,-289.013,0.7043537,-0.1470014,-0.1680643,-0.6738181,7.217,47.174,-170.648
0.8684895,-0.0748349,0.0871716,0.4822104,0.319,1.534,-288.997,0.7038781,-0.1466625,-0.1683905,-0.6743074,7.274,47.136,-170.641
0.8678438,-0.074954,0.0876501,0.4832664,0.268,1.472,-289.018,0.7039568,-0.1485316,-0.1687392,-0.6737286,7.222,47.273,-170.541
0.8685896,-0.0750542,0.0876776,0.4819041,0.236,1.484,-289.046,0.7043065,-0.1479404,-0.1688775,-0.6734585,7.235,47.273,-170.698
0.8679659,-0.0754829,0.0872387,0.4830393,0.427,1.456,-289.011,0.7037781,-0.1492351,-0.1698681,-0.6734761,7.226,47.411,-170.61
0.8674145,-0.0754958,0.0875647,0.4839679,0.416,1.421,-289.087,0.7036909,-0.1486143,-0.1702275,-0.6736138,7.313,47.448,-170.764
0.8672843,-0.0758516,0.0879893,0.4840685,0.382,1.347,-289.139,0.703873,-0.1504471,-0.1705162,-0.6729433,7.228,47.613,-170.725
0.8679419,-0.076034,0.0882336,0.4828152,0.277,1.347,-289.156,0.7035677,-0.1491798,-0.1710078,-0.6734198,7.305,47.644,-170.874
0.869415,-0.0763741,0.0880043,0.4801456,0.24,1.391,-289.044,0.7035677,-0.1509664,-0.1718508,-0.6728067,7.331,47.692,-170.654
0.867758,-0.0758928,0.0881503,0.4831831,0.276,1.452,-289.05,0.7038025,-0.1501428,-0.1713136,-0.6728825,7.287,47.887,-170.843
0.8686521,-0.0764088,0.0880088,0.4815181,0.324,1.424,-289.029,0.7036864,-0.1519671,-0.1722322,-0.6723597,7.243,47.89,-170.691
0.8682813,-0.0766995,0.0882048,0.4821045,0.363,1.371,-289.078,0.7044772,-0.1510078,-0.1713005,-0.6719856,7.186,48.132,-170.949
0.8675103,-0.0768806,0.088287,0.4834466,0.423,1.337,-289.067,0.7036462,-0.1525405,-0.1723649,-0.6722379,7.228,48.177,-170.784
0.8682707,-0.0771809,0.0882112,0.4820455,0.4,1.345,-289.053,0.703973,-0.1518266,-0.1719522,-0.6721631,7.159,48.372,-170.976
0.8680318,-0.0770897,0.0882839,0.4824769,0.372,1.382,-289.029,0.7033411,-0.1528632,-0.1737708,-0.6721218,7.195,48.369,-170.953
0.8675583,-0.0768914,0.0879737,0.4834158,0.437,1.459,-288.974,0.7042157,-0.15286,-0.1722307,-0.671603,7.107,48.552,-170.969
0.8678044,-0.0767718,0.0879637,0.4829948,0.412,1.503,-288.921,0.7039655,-0.1542129,-0.1732043,-0.6713056,7.117,48.659,-170.936
0.8681739,-0.0770626,0.0878982,0.4822959,0.421,1.474,-288.908,0.7038454,-0.1536931,-0.1730337,-0.6715947,7.047,48.76,-171.072
0.8685178,-0.0774208,0.0880077,0.4815989,0.429,1.419,-288.945,0.7030116,-0.1545672,-0.1745303,-0.6718801,7.073,48.854,-171.104
0.8670587,-0.0774517,0.088358,0.4841522,0.443,1.384,-289.017,0.7040435,-0.1545471,-0.1736293,-0.6710372,7.118,48.931,-171.086
0.8679947,-0.0776633,0.0883641,0.4824369,0.37,1.412,-289.063,0.7039254,-0.1557608,-0.1745841,-0.6706326,7.038,49.13,-171.187
0.8678193,-0.0775109,0.0878928,0.4828629,0.464,1.502,-289.014,0.7044126,-0.1551944,-0.1747239,-0.6702157,7.102,49.124,-171.166
0.8677019,-0.0772481,0.0876927,0.4831522,0.495,1.593,-288.962,0.7024446,-0.1563376,-0.175644,-0.6717733,7.067,49.293,-171.196
0.8683728,-0.0770261,0.0877178,0.4819763,0.442,1.681,-288.897,0.7025774,-0.1555604,-0.1756701,-0.671808,7.17,49.308,-171.161
0.8676762,-0.0770643,0.0883651,0.4831053,0.345,1.627,-289.018,0.7034974,-0.157249,-0.1763206,-0.6702799,7.092,49.438,-171.218
0.8672202,-0.077143,0.0888004,0.4838312,0.291,1.589,-289.132,0.7036756,-0.1564062,-0.1758893,-0.6704034,7.09,49.603,-171.323
0.8677062,-0.0775154,0.0890755,0.4828486,0.243,1.526,-289.23,0.7037543,-0.1578266,-0.1761166,-0.669928,7.083,49.749,-171.277
0.8674139,-0.0776107,0.088861,0.4833978,0.326,1.549,-289.231,0.7037333,-0.1571092,-0.1758618,-0.6701856,7.026,49.867,-171.294
0.868042,-0.0777088,0.0885897,0.482303,0.357,1.607,-289.156,0.7033271,-0.1586639,-0.1777363,-0.6697512,7.108,49.81,-171.239
0.8682031,-0.0778451,0.0888061,0.4819513,0.323,1.59,-289.119,0.7026968,-0.157742,-0.1768824,-0.6708556,7.04,50.087,-171.436
0.8680907,-0.0778413,0.0888057,0.4821544,0.35,1.615,-289.081,0.7021522,-0.1586807,-0.1782357,-0.6708463,7.08,50.101,-171.417
0.868035,-0.0777825,0.0889789,0.4822322,0.308,1.648,-289.082,0.7027781,-0.158799,-0.177648,-0.6703186,6.96,50.203,-171.403
0.8682758,-0.0782032,0.0895486,0.4816247,0.207,1.546,-289.151,0.7032894,-0.1600714,-0.1788053,-0.669171,7.007,50.29,-171.455
0.8684302,-0.078873,0.089482,0.4812495,0.245,1.465,-289.224,0.7026847,-0.1593918,-0.1784222,-0.6700701,7.009,50.459,-171.556
0.8694446,-0.079314,0.088912,0.4794476,0.349,1.497,-289.179,0.7035383,-0.1605984,-0.1802913,-0.6683839,7.044,50.474,-171.692
0.8701214,-0.0796244,0.0886574,0.478214,0.396,1.497,-289.05,0.7030202,-0.1605039,-0.1796368,-0.6691276,7.014,50.525,-171.57
0.8689865,-0.0794849,0.0888057,0.4802689,0.441,1.498,-288.96,0.7021323,-0.1618424,-0.1801756,-0.6695924,6.909,50.701,-171.657
0.8687619,-0.0793098,0.0890542,0.4806579,0.379,1.533,-288.948,0.7033047,-0.1615504,-0.1797959,-0.6685337,6.976,50.78,-171.717
0.8694514,-0.0800191,0.0891603,0.479272,0.348,1.442,-288.994,0.7035085,-0.1626193,-0.180862,-0.6677722,6.908,50.922,-171.868
0.8692252,-0.0803175,0.088966,0.4796684,0.427,1.436,-289.082,0.7022286,-0.1615408,-0.1812195,-0.6692825,7.06,50.997,-171.764
0.8704808,-0.0804406,0.0887839,0.4773991,0.394,1.482,-289.153,0.7023632,-0.1630748,-0.181331,-0.6687388,6.957,51.135,-171.788
0.869252,-0.080139,0.0888206,0.4796766,0.434,1.513,-289.124,0.7013751,-0.1620992,-0.1817823,-0.6698895,6.986,51.236,-171.805
0.8686155,-0.0796226,0.0889324,0.4808933,0.42,1.588,-289.11,0.7015555,-0.1635993,-0.1818865,-0.6693075,6.911,51.327,-171.85
0.8689051,-0.0798667,0.0889297,0.4803298,0.459,1.559,-289.115,0.7024884,-0.1634348,-0.1818703,-0.6683728,7.002,51.427,-171.886
0.8683586,-0.0798645,0.0892577,0.4812568,0.43,1.541,-289.086,0.7028049,-0.1645011,-0.182684,-0.6675562,6.985,51.528,-172.024
0.8681734,-0.0800366,0.0890733,0.4815964,0.481,1.559,-289.107,0.7010573,-0.1636656,-0.1832637,-0.6694375,6.987,51.588,-171.912
0.8691714,-0.0805332,0.0887713,0.4797657,0.515,1.552,-289.143,0.702213,-0.1646661,-0.1839615,-0.6677875,7.081,51.718,-172.011
0.8691453,-0.080606,0.08901,0.4797566,0.439,1.572,-289.153,0.7030068,-0.1649933,-0.1834773,-0.6670043,6.991,51.819,-171.99
0.8688739,-0.0806314,0.0892718,0.480195,0.438,1.56,-289.112,0.7036442,-0.1657474,-0.1844217,-0.6658838,7.005,51.919,-172.116
0.8695515,-0.0806827,0.0892681,0.4789589,0.425,1.588,-289.045,0.7034423,-0.1660845,-0.1839075,-0.6661553,6.968,52,-172.012
0.8691681,-0.0806655,0.0894089,0.4796311,0.424,1.585,-289.067,0.7046195,-0.1666058,-0.184115,-0.6647222,6.978,52.301,-172.206
0.8694296,-0.0811671,0.0894,0.4790739,0.443,1.529,-289.029,0.702677,-0.1660658,-0.1845105,-0.6668006,6.939,52.333,-172.148
0.8698265,-0.0816031,0.0893823,0.4782819,0.442,1.539,-289.13,0.7021066,-0.1670198,-0.1863982,-0.6666382,6.958,52.323,-172.192
0.8713707,-0.0821364,0.089242,0.4753974,0.397,1.541,-289.126,0.7020672,-0.1673262,-0.1859738,-0.6667213,6.983,52.349,-172.21
0.8718949,-0.0824582,0.0891105,0.4744041,0.438,1.528,-289.098,0.7025538,-0.16867,-0.1866146,-0.6656903,6.903,52.431,-172.276
0.8714054,-0.082246,0.089093,0.4753426,0.465,1.57,-289.059,0.7036323,-0.1684108,-0.18563,-0.6648917,6.921,52.622,-172.272
0.8703913,-0.0822462,0.0893264,0.4771533,0.513,1.547,-289.067,0.7028158,-0.1693955,-0.1866555,-0.6652178,6.837,52.718,-172.308
0.8700632,-0.0822033,0.0892209,0.4777784,0.557,1.572,-289.133,0.7019776,-0.1687985,-0.1871077,-0.666127,6.988,52.79,-172.327
0.8700129,-0.0821456,0.0889591,0.4779287,0.6,1.633,-289.186,0.702272,-0.17006,-0.1879934,-0.6652459,6.883,52.84,-172.473
0.8694004,-0.0821989,0.0891048,0.4790059,0.6,1.634,-289.217,0.7024719,-0.1695559,-0.1877746,-0.6652253,6.959,53.004,-172.442
0.8686221,-0.0823414,0.0892701,0.4803607,0.621,1.591,-289.214,0.7008405,-0.1700496,-0.18826,-0.6666812,6.827,53.134,-172.557
0.8683677,-0.0824901,0.0890425,0.4808371,0.675,1.594,-289.137,0.7011212,-0.1705094,-0.1885134,-0.6661969,6.868,53.15,-172.447
0.8688116,-0.0827506,0.0889948,0.4799985,0.7,1.563,-289.075,0.7031198,-0.1713559,-0.1887806,-0.6637934,6.871,53.319,-172.746
0.8683262,-0.083247,0.0890387,0.4807823,0.805,1.48,-289.07,0.7023175,-0.1716102,-0.1891421,-0.6644738,6.9,53.351,-172.643
0.868732,-0.0835723,0.0893504,0.4799342,0.749,1.431,-289.122,0.7029216,-0.1718648,-0.1886933,-0.6638965,6.784,53.67,-172.862
0.8689964,-0.0837038,0.0894926,0.4794059,0.685,1.437,-289.212,0.7023926,-0.1726388,-0.1895154,-0.6640214,6.835,53.556,-172.639
0.8692764,-0.0839025,0.0892802,0.478903,0.707,1.435,-289.235,0.7031048,-0.1724618,-0.1896364,-0.6632787,6.772,53.892,-172.86
0.8687011,-0.0836336,0.0894935,0.4799528,0.663,1.463,-289.19,0.7022326,-0.1728135,-0.1903052,-0.6639193,6.885,53.775,-172.733
0.868707,-0.0834635,0.0897475,0.4799244,0.608,1.509,-289.215,0.7029363,-0.1734824,-0.1905139,-0.6629396,6.798,54.021,-172.827
0.8684244,-0.0833563,0.0902782,0.4803546,0.51,1.504,-289.266,0.7021172,-0.1741798,-0.1912856,-0.6634023,6.94,53.895,-172.795
0.8689783,-0.0837995,0.0903979,0.4792521,0.495,1.484,-289.329,0.702374,-0.1745165,-0.1914394,-0.6629976,6.729,54.198,-172.875
0.870074,-0.0843033,0.0903469,0.477181,0.5,1.463,-289.322,0.7020801,-0.1743245,-0.1916578,-0.6632961,6.896,54.197,-172.916
0.8694995,-0.0841993,0.0907321,0.4781724,0.453,1.459,-289.345,0.7026244,-0.1754416,-0.1923609,-0.6622209,6.754,54.283,-172.827
0.8690563,-0.0837905,0.0906276,0.4790688,0.45,1.555,-289.343,0.7016233,-0.1751743,-0.1927884,-0.663228,6.939,54.345,-172.947
0.8686759,-0.0833732,0.0907438,0.479809,0.408,1.634,-289.276,0.7006654,-0.1758004,-0.1934873,-0.6638712,6.736,54.411,-172.918
0.8690438,-0.0833104,0.0907516,0.4791518,0.397,1.682,-289.207,0.7019434,-0.1759408,-0.1926497,-0.6627264,6.849,54.604,-172.914
0.8687627,-0.0838495,0.0905475,0.4796059,0.515,1.645,-289.1,0.7017583,-0.1764391,-0.1940162,-0.6623914,6.79,54.618,-173.066
0.8679414,-0.0839741,0.0906722,0.4810453,0.559,1.648,-289.134,0.7010993,-0.1765549,-0.1940872,-0.6630371,6.841,54.786,-173.108
0.8683657,-0.0845624,0.0905227,0.480204,0.608,1.581,-289.129,0.7026258,-0.177293,-0.1942863,-0.6611634,6.723,54.913,-173.284
0.8681618,-0.0845725,0.0904613,0.4805822,0.633,1.596,-289.098,0.702141,-0.177493,-0.1942152,-0.6616455,6.789,54.997,-173.08
0.8697478,-0.0846852,0.0902662,0.4777229,0.585,1.64,-289.041,0.702085,-0.1775845,-0.1946681,-0.6615472,6.744,55.162,-173.245
0.87069,-0.0849204,0.0897488,0.4760594,0.665,1.689,-288.995,0.7025,-0.178562,-0.1943096,-0.6609487,6.713,55.234,-173.186
0.8710158,-0.085549,0.0896547,0.4753681,0.73,1.622,-289.077,0.7030073,-0.1784911,-0.195081,-0.6602008,6.73,55.418,-173.476
0.8707072,-0.085894,0.0898365,0.4758367,0.722,1.574,-289.101,0.7017881,-0.1794287,-0.1957191,-0.6610543,6.753,55.362,-173.386
0.8693408,-0.085817,0.0902903,0.478257,0.702,1.54,-289.194,0.7026447,-0.1792334,-0.1959618,-0.6601248,6.736,55.623,-173.555
0.8695268,-0.0857967,0.0903936,0.4779028,0.631,1.58,-289.252,0.7040124,-0.1809094,-0.1951067,-0.6584616,6.703,55.612,-173.331
0.8697769,-0.0857649,0.0905497,0.4774236,0.576,1.601,-289.337,0.7032818,-0.1799196,-0.1962595,-0.6591706,6.74,55.859,-173.482
0.8699787,-0.0856852,0.0907605,0.4770301,0.543,1.617,-289.373,0.7014722,-0.180845,-0.1967915,-0.6606852,6.766,55.786,-173.425
0.8702211,-0.0856787,0.0908108,0.4765792,0.541,1.637,-289.309,0.7034018,-0.1812925,-0.1965535,-0.6585785,6.671,56.009,-173.513
0.870495,-0.0857536,0.0908918,0.4760499,0.502,1.669,-289.313,0.7028598,-0.1821164,-0.1970634,-0.6587775,6.771,55.959,-173.504
